Mod:Item:MetaData, Localized Name
betterwithmods:raw_kebab, Uncooked Kebab
betterwithmods:pork_dinner, Pork Dinner
betterwithmods:stump_remover, Stump Remover
betterwithmods:dirt_pile, Pile of Dirt
betterwithmods:gravel_pile, Pile of Gravel
betterwithmods:sand_pile, Pile of Sand
betterwithmods:red_sand_pile, Pile of Red Sand
betterwithmods:wolf_chop, Wolf Chop
betterwithmods:cooked_wolf_chop, Cooked Wolf Chop
betterwithmods:kibble, Kibble
betterwithmods:apple_pie, Apple Pie
betterwithmods:manual, Mechanist's Journal
betterwithmods:mystery_meat, Mystery Meat
betterwithmods:cooked_mystery_meat, Cooked Mystery Meat
betterwithmods:bat_wing, Bat Wing
betterwithmods:cooked_bat_wing, Cooked Bat Wing
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:leather_tanned_boots, Tanned Leather Boots
betterwithmods:leather_tanned_chest, Tanned Leather Tunic
betterwithmods:leather_tanned_helmet, Tanned Leather Cap
betterwithmods:leather_tanned_pants, Tanned Leather Pants
betterwithmods:wool_boots, Wool Socks
betterwithmods:wool_chest, Wool Shirt
betterwithmods:wool_helmet, Wool Cap
betterwithmods:wool_pants, Wool Pants
betterwithmods:siding_iron, %s Siding
betterwithmods:siding_wood, %s Siding
betterwithmods:siding_rock, %s Siding
betterwithmods:moulding_iron, %s Moulding
betterwithmods:moulding_wood, %s Moulding
betterwithmods:moulding_rock, %s Moulding
betterwithmods:corner_iron, %s Corner
betterwithmods:corner_wood, %s Corner
betterwithmods:corner_rock, %s Corner
arcadialbonsaitrees:bonsai_oak_cutting, Bonsai Oak Cutting
arcadialbonsaitrees:bonsai_spruce_cutting, Bonsai Spruce Cutting
arcadialbonsaitrees:bonsai_birch_cutting, Bonsai Birch Cutting
arcadialbonsaitrees:bonsai_jungle_cutting, Bonsai Jungle Cutting
arcadialbonsaitrees:bonsai_acacia_cutting, Bonsai Acacia Cutting
arcadialbonsaitrees:bonsai_darkoak_cutting, Bonsai Dark Oak Cutting
arcadialbonsaitrees:bonsai_oak_sapling, Bonsai Oak Sapling
arcadialbonsaitrees:bonsai_spruce_sapling, Bonsai Spruce Sapling
arcadialbonsaitrees:bonsai_birch_sapling, Bonsai Birch Sapling
arcadialbonsaitrees:bonsai_jungle_sapling, Bonsai Jungle Sapling
arcadialbonsaitrees:bonsai_acacia_sapling, Bonsai Acacia Sapling
arcadialbonsaitrees:bonsai_darkoak_sapling, Bonsai Dark Oak Sapling
arcadialbonsaitrees:bonsai_cutters, Bonsai Cutters
clipboard:clipboard, Clipboard
compactmachines3:tunnel, Tunnel
compactmachines3:redstonetunnel, Redstone Tunnel
compactmachines3:wall, Solid Compact Machine Wall
compactmachines3:wallbreakable, Compact Machine Wall
compactmachines3:machine:0, Tiny Compact Machine
compactmachines3:machine:1, Small Compact Machine
compactmachines3:machine:2, Normal Compact Machine
compactmachines3:machine:3, Large Compact Machine
compactmachines3:machine:4, Giant Compact Machine
compactmachines3:machine:5, Maximum Compact Machine
compactmachines3:fieldprojector, Miniaturization Field Projector
compactmachines3:psd, Personal Shrinking Device
compactmachines3:tunneltool, Tunnel
compactmachines3:redstonetunneltool, Redstone Tunnel
cropdusting:poop, Poop
cropdusting:fertile_dirt, Fertile Dirt
divergentunderground:rock_stone, Stone
divergentunderground:rock_andesite, Andesite Rock
divergentunderground:rock_diorite, Diorite Rock
divergentunderground:rock_granite, Granite Rock
divergentunderground:rock_sandstone, Sandstone Chunk
divergentunderground:rock_red_sandstone, Red Sandstone Chunk
divergentunderground:rock_netherrack, Netherrack
divergentunderground:rock_endstone, Endstone
divergentunderground:ore_gold, Gold Ore
divergentunderground:ore_iron, Iron Ore
divergentunderground:gem_raw_emerald, Uncut Emerald
divergentunderground:gem_raw_diamond, Uncut Diamond
divergentunderground:chisel, Chisel
divergentunderground:hard_stone, Stone
divergentunderground:hard_granite, Granite
divergentunderground:hard_andesite, Andesite
divergentunderground:hard_diorite, Diorite
divergentunderground:hard_iron_ore, Iron Ore
divergentunderground:hard_gold_ore, Gold Ore
divergentunderground:hard_coal_ore, Coal Ore
divergentunderground:hard_diamond_ore, Diamond Ore
divergentunderground:hard_emerald_ore, Emerald Ore
divergentunderground:hard_lapis_ore, Lapis Ore
divergentunderground:hard_redstone_ore, Redstone Ore
divergentunderground:andesite_cobblestone, Andesite Cobblestone
divergentunderground:diorite_cobblestone, Diorite Cobblestone
divergentunderground:granite_cobblestone, Granite Cobblestone
divergentunderground:fossil, Fossil
divergentunderground:boulder, tile.divergentunderground.boulder.name
exnihilocreatio:hammer_wood, Wooden Hammer
exnihilocreatio:hammer_stone, Stone Hammer
exnihilocreatio:hammer_iron, Iron Hammer
exnihilocreatio:hammer_diamond, Diamond Hammer
exnihilocreatio:hammer_gold, Gold Hammer
exnihilocreatio:crook_wood, Wooden Crook
exnihilocreatio:crook_stone, Stone Crook
exnihilocreatio:crook_andesite, Andestite Crook
exnihilocreatio:crook_granite, Granite Crook
exnihilocreatio:crook_diorite, Diorite Crook
exnihilocreatio:crook_gold, Gold Crook
exnihilocreatio:crook_iron, Iron Crook
exnihilocreatio:crook_diamond, Diamond Tipped Crook
exnihilocreatio:crook_bone, Bone Crook
exnihilocreatio:crook_clay_uncooked, Uncooked Clay Crook
exnihilocreatio:crook_clay, Clay Crook
exnihilocreatio:crook_prismarine, Prismarine Crook
exnihilocreatio:crook_netherrack, Netherrack Crook
exnihilocreatio:crook_purpur, Purpur Crook
exnihilocreatio:crook_blaze, Blazing Crook
exnihilocreatio:item_mesh:1, String Mesh
exnihilocreatio:item_mesh:2, Flint Stiffened Mesh
exnihilocreatio:item_mesh:3, Iron Stiffened Mesh
exnihilocreatio:item_mesh:4, Diamond Stiffened Mesh
exnihilocreatio:item_material:1, Porcelain Clay
exnihilocreatio:item_material:2, Silkworm
exnihilocreatio:item_material:3, Ancient Spores
exnihilocreatio:item_material:4, Grass Seeds
exnihilocreatio:item_material:5, Porcelain Doll
exnihilocreatio:item_material:6, Stone Rod
exnihilocreatio:item_material:7, Stone Gear
exnihilocreatio:item_cooked_silkworm, Cooked Silkworm
exnihilocreatio:item_pebble:0, Stone Pebble
exnihilocreatio:item_pebble:1, Granite Pebble
exnihilocreatio:item_pebble:2, Diorite Pebble
exnihilocreatio:item_pebble:3, Andesite Pebble
exnihilocreatio:item_doll:0, Blazing Doll
exnihilocreatio:item_doll:1, Creeping Doll
exnihilocreatio:item_doll:2, Floating Doll
exnihilocreatio:item_doll:3, Protecting Doll
exnihilocreatio:item_doll:4, Freezing Doll
exnihilocreatio:item_doll:5, Breezing Doll
exnihilocreatio:item_doll:6, Crushing Doll
exnihilocreatio:item_seed_oak, Oak Seed
exnihilocreatio:item_seed_spruce, Spruce Seed
exnihilocreatio:item_seed_birch, Birch Seed
exnihilocreatio:item_seed_jungle, Jungle Seed
exnihilocreatio:item_seed_acacia, Acacia Seed
exnihilocreatio:item_seed_darkoak, Dark Oak Seed
exnihilocreatio:item_seed_cactus, Cactus Seed
exnihilocreatio:item_seed_sugarcane, Sugarcane Seed
exnihilocreatio:item_seed_carrot, Carrot Seeds
exnihilocreatio:item_seed_potato, Potato Seeds
exnihilocreatio:block_skystone_crushed, Crushed Sky Stone
exnihilocreatio:witchwater, tile.witchwater.name
exnihilocreatio:block_dust, Dust
exnihilocreatio:block_netherrack_crushed, Crushed Netherrack
exnihilocreatio:block_endstone_crushed, Crushed Endstone
exnihilocreatio:block_andesite_crushed, Crushed Andesite
exnihilocreatio:block_diorite_crushed, Crushed Diorite
exnihilocreatio:block_granite_crushed, Crushed Granite
exnihilocreatio:block_barrel0, Wooden Barrel
exnihilocreatio:block_barrel1, Stone Barrel
exnihilocreatio:block_infesting_leaves, Infested Leaves
exnihilocreatio:block_infested_leaves, Infested Leaves
exnihilocreatio:block_sieve, Sieve
exnihilocreatio:block_crucible_wood, Wooden Crucible
exnihilocreatio:block_waterwheel, Waterwheel
exnihilocreatio:block_axle_stone, Stone Axle
exnihilocreatio:block_grinder, Grinder [WIP! Does nothing yet!]
exnihilocreatio:block_auto_sifter, Auto Sifter
exnihilocreatio:block_end_cake, End Cake
exnihilocreatio:block_crucible:0, Unfired Crucible
exnihilocreatio:block_crucible:1, Crucible
fluxnetworks:flux, Flux
fluxnetworks:fluxcore, Flux Core
fluxnetworks:fluxconfigurator, Flux Configurator
fluxnetworks:adminconfigurator, Admin Configurator
fluxnetworks:fluxblock, Flux Block
fluxnetworks:fluxplug, Flux Plug
fluxnetworks:fluxpoint, Flux Point
fluxnetworks:fluxcontroller, Flux Controller
fluxnetworks:fluxstorage, Basic Flux Storage
fluxnetworks:herculeanfluxstorage, Herculean Flux Storage
fluxnetworks:gargantuanfluxstorage, Gargantuan Flux Storage
immersivecables:coil_block:0, Fluix Coil Block
immersivecables:coil_block:1, Dense Fluix Coil Block
immersivecables:coil_block:2, Quartz Fiber Coil Block
immersivecables:coil_block:3, Refined Fiber Coil Block
immersivecables:wire_coil:0, Fluix Wire Coil
immersivecables:wire_coil:1, Dense Fluix Wire Coil
immersivecables:wire_coil:2, Quartz Fiber Wire Coil
immersivecables:wire_coil:3, Refined Fiber Wire Coil
immersivecables:transformer_fluix:0, Fluix Transformer
immersivecables:transformer_fluix:1, Dense Fluix Transformer
immersivecables:relay_fluix:0, Fluix Wire Relay
immersivecables:relay_fluix:1, Dense Fluix Wire Relay
immersivecables:connector_quartz, Quartz Fiber Connector
immersivecables:transformer_refined, Refined Transformer
immersivecables:relay_refined, Refined Relay
immersivepetroleum:metal_device:0, Automatic Lubricator
immersivepetroleum:metal_device:1, Portable Generator
immersivepetroleum:stone_decoration, tile.immersivepetroleum.stone_decoration.name
immersivepetroleum:material:0, Bitumen
immersivepetroleum:schematic, %s Projector
immersivepetroleum:speedboat, Motorboat
immersivepetroleum:upgrades:0, Reinforced Hull
immersivepetroleum:upgrades:1, Icebreaker Bow
immersivepetroleum:upgrades:2, Expanded Fuel Tank
immersivepetroleum:upgrades:3, Maneuvering Rudders
immersivepetroleum:upgrades:4, Emergency Paddles
immersivepetroleum:oil_can, Lubricant Can
teslacorelib:base_addon, Base Addon
teslacorelib:energy_tier1, Energy Upgrade I
teslacorelib:energy_tier2, Energy Upgrade II
teslacorelib:machine_case, Machine Case
teslacorelib:speed_tier1, Speed Upgrade I
teslacorelib:speed_tier2, Speed Upgrade II
teslacorelib:wrench, Tesla Wrench
mob_grinding_utils:fan_upgrade:0, Mob Fan Upgrade
mob_grinding_utils:fan_upgrade:1, Mob Fan Upgrade
mob_grinding_utils:fan_upgrade:2, Mob Fan Upgrade
mob_grinding_utils:absorption_upgrade:0, Absorption Radius Upgrade
mob_grinding_utils:saw_upgrade:0, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:1, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:2, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:3, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:4, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:5, Mob Masher Upgrade
mob_grinding_utils:mob_swab, Mob Swab
mob_grinding_utils:gm_chicken_feed, GM Chicken Feed
mob_grinding_utils:null_sword, Imaginary Not Here Sword
mob_grinding_utils:fan, Mob Fan
mob_grinding_utils:saw, Mob Masher
mob_grinding_utils:absorption_hopper, Absorption Hopper
mob_grinding_utils:spikes, Iron Spikes
mob_grinding_utils:tank, Singularity Tank
mob_grinding_utils:tank_sink, XP Drain Singularity Tank
mob_grinding_utils:xp_tap, XP Tap
mob_grinding_utils:wither_muffler, Wither Boss Death Muffler
mob_grinding_utils:dragon_muffler, Ender Dragon Death Muffler
mob_grinding_utils:dark_oak_stone, Dark Oak Stone
mob_grinding_utils:entity_conveyor, Entity Conveyor
mob_grinding_utils:ender_inhibitor_on, Ender Inhibitor Active
mob_grinding_utils:ender_inhibitor_off, Ender Inhibitor Inactive
modularmachinery:itemblueprint, Machine Blueprint
modularmachinery:itemmodularium, Modularium
modularmachinery:itemconstructtool, Construct Selection Tool
modularmachinery:blockcontroller, Machine Controller
modularmachinery:blockcasing:0, Machine Casing
modularmachinery:blockcasing:1, Machine Vent
modularmachinery:blockcasing:2, Firebox Casing
modularmachinery:blockcasing:3, Machine Gearbox
modularmachinery:blockcasing:4, Reinforced Machine Casing
modularmachinery:blockcasing:5, Machine Circuitry
modularmachinery:blockinputbus:0, Tiny Item Input
modularmachinery:blockinputbus:1, Small Item Input
modularmachinery:blockinputbus:2, Normal Item Input
modularmachinery:blockinputbus:3, Reinforced Item Input
modularmachinery:blockinputbus:4, Big Item Input
modularmachinery:blockinputbus:5, Huge Item Input
modularmachinery:blockinputbus:6, Ludicrous Item Input
modularmachinery:blockoutputbus:0, Tiny Item Output
modularmachinery:blockoutputbus:1, Small Item Output
modularmachinery:blockoutputbus:2, Normal Item Output
modularmachinery:blockoutputbus:3, Reinforced Item Output
modularmachinery:blockoutputbus:4, Big Item Output
modularmachinery:blockoutputbus:5, Huge Item Output
modularmachinery:blockoutputbus:6, Ludicrous Item Output
modularmachinery:blockfluidinputhatch:0, Tiny Fluid Input Hatch
modularmachinery:blockfluidinputhatch:1, Small Fluid Input Hatch
modularmachinery:blockfluidinputhatch:2, Normal Fluid Input Hatch
modularmachinery:blockfluidinputhatch:3, Reinforced Fluid Input Hatch
modularmachinery:blockfluidinputhatch:4, Big Fluid Input Hatch
modularmachinery:blockfluidinputhatch:5, Huge Fluid Input Hatch
modularmachinery:blockfluidinputhatch:6, Ludicrous Fluid Input Hatch
modularmachinery:blockfluidinputhatch:7, Vacuum Fluid Input Hatch
modularmachinery:blockfluidoutputhatch:0, Tiny Fluid Output Hatch
modularmachinery:blockfluidoutputhatch:1, Small Fluid Output Hatch
modularmachinery:blockfluidoutputhatch:2, Normal Fluid Output Hatch
modularmachinery:blockfluidoutputhatch:3, Reinforced Fluid Output Hatch
modularmachinery:blockfluidoutputhatch:4, Big Fluid Output Hatch
modularmachinery:blockfluidoutputhatch:5, Huge Fluid Output Hatch
modularmachinery:blockfluidoutputhatch:6, Ludicrous Fluid Output Hatch
modularmachinery:blockfluidoutputhatch:7, Vacuum Fluid Output Hatch
modularmachinery:blockenergyinputhatch:0, Tiny Energy Input Hatch
modularmachinery:blockenergyinputhatch:1, Small Energy Input Hatch
modularmachinery:blockenergyinputhatch:2, Normal Energy Input Hatch
modularmachinery:blockenergyinputhatch:3, Reinforced Energy Input Hatch
modularmachinery:blockenergyinputhatch:4, Big Energy Input Hatch
modularmachinery:blockenergyinputhatch:5, Huge Energy Input Hatch
modularmachinery:blockenergyinputhatch:6, Ludicrous Energy Input Hatch
modularmachinery:blockenergyinputhatch:7, Ultimate Energy Input Hatch
modularmachinery:blockenergyoutputhatch:0, Tiny Energy Output Hatch
modularmachinery:blockenergyoutputhatch:1, Small Energy Output Hatch
modularmachinery:blockenergyoutputhatch:2, Normal Energy Output Hatch
modularmachinery:blockenergyoutputhatch:3, Reinforced Energy Output Hatch
modularmachinery:blockenergyoutputhatch:4, Big Energy Output Hatch
modularmachinery:blockenergyoutputhatch:5, Huge Energy Output Hatch
modularmachinery:blockenergyoutputhatch:6, Ludicrous Energy Output Hatch
modularmachinery:blockenergyoutputhatch:7, Ultimate Energy Output Hatch
uppers:upper, Upper
zerocore:debugtool, Debug Tool
solcarrot:food_book, Food Book
base:wrench, Wrench
chancecubes:chance_pendant_tier1, Tier 1 Chance Pendant
chancecubes:chance_pendant_tier2, Tier 2 Chance Pendant
chancecubes:chance_pendant_tier3, Tier 3 Chance Pendant
chancecubes:silk_touch_pendant, Silk Touch Chance Pendant
chancecubes:creative_pendant, Creative Chance Pendant
chancecubes:reward_selector_pendant, Reward Selector Pendant
chancecubes:single_use_reward_selector_pendant, Single Use Reward Selector Pendant
chancecubes:chance_cube, Chance Cube
chancecubes:chance_icosahedron, Chance Icosahedron
chancecubes:giant_chance_cube, Giant Chance Cube
chancecubes:compact_giant_chance_cube, Compact Giant Chance Cube
chancecubes:cube_dispenser, Chance Cube Dispenser
chancecubes:scanner, Chance Cube Scanner
refinedstorage:controller:0, Controller
refinedstorage:controller:0, Controller
refinedstorage:controller:1, Creative Controller
refinedstorage:grid:0, Grid
refinedstorage:grid:1, Crafting Grid
refinedstorage:grid:2, Pattern Grid
refinedstorage:grid:3, Fluid Grid
refinedstorage:portable_grid:0, Portable Grid
refinedstorage:portable_grid:0, Portable Grid
refinedstorage:portable_grid:1, Creative Portable Grid
refinedstorage:crafting_monitor, Crafting Monitor
refinedstorage:storage_monitor, Storage Monitor
refinedstorage:security_manager, Security Manager
refinedstorage:crafter, Crafter
refinedstorage:disk_drive, Disk Drive
refinedstorage:storage:0, 1k Storage Block
refinedstorage:storage:1, 4k Storage Block
refinedstorage:storage:2, 16k Storage Block
refinedstorage:storage:3, 64k Storage Block
refinedstorage:storage:4, Creative Storage Block
refinedstorage:fluid_storage:0, 64k Fluid Storage Block
refinedstorage:fluid_storage:1, 256k Fluid Storage Block
refinedstorage:fluid_storage:2, 1024k Fluid Storage Block
refinedstorage:fluid_storage:3, 4096k Fluid Storage Block
refinedstorage:fluid_storage:4, Creative Fluid Storage Block
refinedstorage:cable, Cable
refinedstorage:importer, Importer
refinedstorage:exporter, Exporter
refinedstorage:external_storage, External Storage
refinedstorage:constructor, Constructor
refinedstorage:destructor, Destructor
refinedstorage:reader, Reader
refinedstorage:writer, Writer
refinedstorage:detector, Detector
refinedstorage:relay, Relay
refinedstorage:interface, Interface
refinedstorage:fluid_interface, Fluid Interface
refinedstorage:wireless_transmitter, Wireless Transmitter
refinedstorage:machine_casing, Machine Casing
refinedstorage:quartz_enriched_iron_block, Block of Quartz Enriched Iron
refinedstorage:network_transmitter, Network Transmitter
refinedstorage:network_receiver, Network Receiver
refinedstorage:disk_manipulator, Disk Manipulator
refinedstorage:crafter_manager, Crafter Manager
refinedstorage:quartz_enriched_iron, Quartz Enriched Iron
refinedstorage:processor_binding, Processor Binding
refinedstorage:cutting_tool, Cutting Tool
refinedstorage:storage_disk:0, 1k Storage Disk
refinedstorage:storage_disk:1, 4k Storage Disk
refinedstorage:storage_disk:2, 16k Storage Disk
refinedstorage:storage_disk:3, 64k Storage Disk
refinedstorage:storage_disk:4, Creative Storage Disk
refinedstorage:fluid_storage_disk:0, 64k Fluid Storage Disk
refinedstorage:fluid_storage_disk:1, 256k Fluid Storage Disk
refinedstorage:fluid_storage_disk:2, 1024k Fluid Storage Disk
refinedstorage:fluid_storage_disk:3, 4096k Fluid Storage Disk
refinedstorage:fluid_storage_disk:4, Creative Fluid Storage Disk
refinedstorage:storage_housing, Storage Housing
refinedstorage:pattern, Pattern
refinedstorage:storage_part:0, 1k Storage Part
refinedstorage:storage_part:1, 4k Storage Part
refinedstorage:storage_part:2, 16k Storage Part
refinedstorage:storage_part:3, 64k Storage Part
refinedstorage:fluid_storage_part:0, 64k Fluid Storage Part
refinedstorage:fluid_storage_part:1, 256k Fluid Storage Part
refinedstorage:fluid_storage_part:2, 1024k Fluid Storage Part
refinedstorage:fluid_storage_part:3, 4096k Fluid Storage Part
refinedstorage:wireless_grid:0, Wireless Grid
refinedstorage:wireless_grid:0, Wireless Grid
refinedstorage:wireless_grid:1, Creative Wireless Grid
refinedstorage:wireless_fluid_grid:0, Wireless Fluid Grid
refinedstorage:wireless_fluid_grid:0, Wireless Fluid Grid
refinedstorage:wireless_fluid_grid:1, Creative Wireless Fluid Grid
refinedstorage:wireless_crafting_monitor:0, Wireless Crafting Monitor
refinedstorage:wireless_crafting_monitor:0, Wireless Crafting Monitor
refinedstorage:wireless_crafting_monitor:1, Creative Wireless Crafting Monitor
refinedstorage:processor:0, Raw Basic Processor
refinedstorage:processor:1, Raw Improved Processor
refinedstorage:processor:2, Raw Advanced Processor
refinedstorage:processor:3, Basic Processor
refinedstorage:processor:4, Improved Processor
refinedstorage:processor:5, Advanced Processor
refinedstorage:core:0, Construction Core
refinedstorage:core:1, Destruction Core
refinedstorage:silicon, Silicon
refinedstorage:upgrade:0, Upgrade
refinedstorage:upgrade:1, Range Upgrade
refinedstorage:upgrade:2, Speed Upgrade
refinedstorage:upgrade:3, Crafting Upgrade
refinedstorage:upgrade:4, Stack Upgrade
refinedstorage:upgrade:6, Silk Touch Upgrade
refinedstorage:upgrade:7, Fortune Upgrade
refinedstorage:upgrade:8, Fortune Upgrade
refinedstorage:upgrade:9, Fortune Upgrade
refinedstorage:filter, Filter
refinedstorage:network_card, Network Card
refinedstorage:security_card, Security Card
refinedstorage:cover, Cover
refinedstorage:hollow_cover, Hollow Cover
refinedstorage:wrench, Wrench
contenttweaker:tinysmashedmachine, Tiny Smashed Machine
contenttweaker:hardglass:0, tile.contenttweaker.HardGlass.name
contenttweaker:normalsmashedmachine, Normal Smashed Machine
contenttweaker:modulariumblend, Modularium Blend
contenttweaker:smallsmashedmachine, Small Smashed Machine
divergentunderground:ore_ie_copper, Copper Ore
divergentunderground:ore_ie_aluminum, Aluminum Ore
divergentunderground:ore_ie_lead, Lead Ore
divergentunderground:ore_ie_silver, Silver Ore
divergentunderground:ore_ie_nickel, Nickel Ore
divergentunderground:ore_ie_uranium, Uranium Ore
divergentunderground:ie_hard_copper_ore, Copper Ore
divergentunderground:ie_hard_aluminum_ore, Aluminum Ore
divergentunderground:ie_hard_lead_ore, Lead Ore
divergentunderground:ie_hard_silver_ore, Silver Ore
divergentunderground:ie_hard_nickel_ore, Nickel Ore
divergentunderground:ie_hard_uranium_ore, Uranium Ore
divergentunderground:ore_thermal_copper, Copper Ore
divergentunderground:ore_thermal_tin, Tin Ore
divergentunderground:ore_thermal_silver, Silver Ore
divergentunderground:ore_thermal_lead, Lead Ore
divergentunderground:ore_thermal_aluminum, Aluminum Ore
divergentunderground:ore_thermal_nickel, Nickel Ore
divergentunderground:ore_thermal_platinum, Platinum Ore
divergentunderground:ore_thermal_iridium, Iridium Ore
divergentunderground:ore_thermal_mithril, Mithril Ore
divergentunderground:thermal_hard_copper_ore, Copper Ore
divergentunderground:thermal_hard_tin_ore, Tin Ore
divergentunderground:thermal_hard_silver_ore, Silver Ore
divergentunderground:thermal_hard_lead_ore, Lead Ore
divergentunderground:thermal_hard_aluminum_ore, Aluminum Ore
divergentunderground:thermal_hard_nickel_ore, Nickel Ore
divergentunderground:thermal_hard_platinum_ore, Platinum Ore
divergentunderground:thermal_hard_iridium_ore, Iridium Ore
divergentunderground:thermal_hard_mithril_ore, Mithril Ore
valkyrielib:guide, Digital Guide
valkyrielib:modifier_component, Modifier Component
valkyrielib:modifier_speed, Speed Modifier
environmentaltech:litherite, Litherite
environmentaltech:litherite_paver, Litherite Paver
environmentaltech:litherite_bricks, Litherite Bricks
environmentaltech:litherite_tiles, Litherite Tiles
environmentaltech:litherite_stairs, Litherite Stairs
environmentaltech:litherite_brick_stairs, Litherite Brick Stairs
environmentaltech:litherite_tile_stairs, Litherite Tile Stairs
environmentaltech:litherite_slab:0, Litherite Slab
environmentaltech:litherite_paver_slab:0, Litherite Paver Slab
environmentaltech:litherite_brick_slab:0, Litherite Brick Slab
environmentaltech:litherite_tile_slab:0, Litherite Tile Slab
environmentaltech:erodium, Erodium
environmentaltech:erodium_paver, Erodium Paver
environmentaltech:erodium_bricks, Erodium Bricks
environmentaltech:erodium_tiles, Erodium Tiles
environmentaltech:erodium_stairs, Erodium Stairs
environmentaltech:erodium_brick_stairs, Erodium Brick Stairs
environmentaltech:erodium_tile_stairs, Erodium Tile Stairs
environmentaltech:erodium_slab:0, Erodium Slab
environmentaltech:erodium_paver_slab:0, Erodium Paver Slab
environmentaltech:erodium_brick_slab:0, Erodium Brick Slab
environmentaltech:erodium_tile_slab:0, Erodium Tile Slab
environmentaltech:kyronite, Kyronite
environmentaltech:kyronite_paver, Kyronite Paver
environmentaltech:kyronite_bricks, Kyronite Bricks
environmentaltech:kyronite_tiles, Kyronite Tiles
environmentaltech:kyronite_stairs, Kyronite Stairs
environmentaltech:kyronite_brick_stairs, Kyronite Brick Stairs
environmentaltech:kyronite_tile_stairs, Kyronite Tile Stairs
environmentaltech:kyronite_slab:0, Kyronite Slab
environmentaltech:kyronite_paver_slab:0, Kyronite Paver Slab
environmentaltech:kyronite_brick_slab:0, Kyronite Brick Slab
environmentaltech:kyronite_tile_slab:0, Kyronite Tile Slab
environmentaltech:pladium, Pladium
environmentaltech:pladium_paver, Pladium Paver
environmentaltech:pladium_bricks, Pladium Bricks
environmentaltech:pladium_tiles, Pladium Tiles
environmentaltech:pladium_stairs, Pladium Stairs
environmentaltech:pladium_brick_stairs, Pladium Brick Stairs
environmentaltech:pladium_tile_stairs, Pladium Tile Stairs
environmentaltech:pladium_slab:0, Pladium Slab
environmentaltech:pladium_paver_slab:0, Pladium Paver Slab
environmentaltech:pladium_brick_slab:0, Pladium Brick Slab
environmentaltech:pladium_tile_slab:0, Pladium Tile Slab
environmentaltech:ionite, Ionite
environmentaltech:ionite_paver, Ionite Paver
environmentaltech:ionite_bricks, Ionite Bricks
environmentaltech:ionite_tiles, Ionite Tiles
environmentaltech:ionite_stairs, Ionite Stairs
environmentaltech:ionite_brick_stairs, Ionite Brick Stairs
environmentaltech:ionite_tile_stairs, Ionite Tile Stairs
environmentaltech:ionite_slab:0, Ionite Slab
environmentaltech:ionite_paver_slab:0, Ionite Paver Slab
environmentaltech:ionite_brick_slab:0, Ionite Brick Slab
environmentaltech:ionite_tile_slab:0, Ionite Tile Slab
environmentaltech:aethium, Aethium
environmentaltech:aethium_paver, Aethium Paver
environmentaltech:aethium_bricks, Aethium Bricks
environmentaltech:aethium_tiles, Aethium Tiles
environmentaltech:aethium_stairs, Aethium Stairs
environmentaltech:aethium_brick_stairs, Aethium Brick Stairs
